datetime,realization,ORO_fnf,SHA_fnf,FOL_fnf,YRS_fnf,NML_fnf,DNP_fnf,EXC_fnf,MIL_fnf,PFT_fnf,KWH_fnf,SUC_fnf,ISB_fnf
10/20/1996,1,848.4424629,1446.77523,647.1465708,363.3848005,460.4613112,1145.189752,681.2852059,872.6534866,802.1596612,148.1810851,19.55531775,361.0329491
10/21/1996,1,540.4845524,1014.664635,492.1190428,306.831619,404.9723319,931.4665349,567.3715054,820.2155409,795.3567845,148.2581493,19.32710717,358.7646183
10/22/1996,1,457.0885478,890.9420912,451.546544,281.6831552,384.2406279,846.7054431,520.0849149,791.1650541,779.9980151,142.6861529,18.18695977,353.1300954
10/23/1996,1,505.661381,1639.697983,454.9434552,267.6976378,382.8203078,841.8655988,517.9785188,878.1634288,794.1721281,138.6871091,17.61079868,351.9145674
10/24/1996,1,1259.843463,3267.501891,1028.8336,754.7605839,524.7506302,1233.003476,859.7727401,1492.122289,1002.999028,175.4032787,19.05868618,365.8040706
10/25/1996,1,2056.239084,4127.479081,1776.115763,1223.30806,664.0349093,1728.88436,1194.56463,1798.311488,1254.820358,266.1512408,41.55178452,476.7058505
10/26/1996,1,1463.413033,3063.612453,1395.469872,838.7882718,541.9362901,1415.060844,959.0789938,1380.184204,1098.634362,234.2228371,63.79094741,572.0996106
10/27/1996,1,667.7903722,1476.336513,698.6806428,380.7233641,411.6170908,962.5584681,634.6743804,964.3204541,858.3350198,163.3223843,40.71851142,478.3097329
10/28/1996,1,1143.607413,3120.742713,581.0432641,432.9557361,378.9386216,878.9030931,531.9260173,943.9961119,1050.809129,145.0717634,20.1750407,398.5864695
10/29/1996,1,4087.001049,6847.901812,2109.656922,1802.466297,713.1602878,2303.358279,2639.682076,3418.910926,1874.097341,417.0650475,104.2948567,504.0540098
10/30/1996,1,4392.719397,5277.395192,3175.488289,2203.408849,872.0366742,2965.70511,3756.888899,5310.24433,2088.935718,709.90219,299.0431756,885.4387393
10/31/1996,1,2048.336858,2085.516826,1959.315929,1060.370566,586.1002185,1824.058371,2252.15378,3427.794265,1327.595577,451.3170413,215.0872669,749.6365861
11/1/1996,1,749.9678413,1109.824133,724.969344,358.3509471,396.9201759,968.4341355,909.9614436,1319.358509,833.367001,185.4883482,56.43839791,529.2769126
11/2/1996,1,469.4342571,837.8429062,466.003918,247.0259768,380.8809153,837.8984218,545.6388854,829.9141744,779.1780988,142.2416407,27.54056483,744.5221805
11/3/1996,1,411.2300104,699.4720769,519.0062692,235.2914374,394.7851515,880.7724573,534.7859259,833.1070476,797.6653191,137.5459791,23.67327173,851.1998184
11/4/1996,1,409.120927,741.8249732,544.6094244,243.9975167,397.6290408,897.586369,548.34485,809.5926719,803.4322275,135.4889618,17.71756661,642.2748639
11/5/1996,1,425.7028113,727.9651172,495.2192411,260.1198745,380.3485582,846.5943354,510.0738917,770.6799653,768.6842762,135.4049004,16.74092372,437.2480481
11/6/1996,1,426.331364,671.8653592,443.012588,262.0782089,355.8566739,782.1874574,469.354013,738.3081468,737.9144411,137.1920758,17.33043874,357.897358
11/7/1996,1,404.3651938,618.2723073,411.2631862,240.651892,346.5662603,757.1027289,458.0333382,754.9178586,729.0251971,133.8068207,16.68664207,338.1803282
11/8/1996,1,363.831028,579.7553705,423.5950883,208.4600037,365.1747471,819.6868654,489.4747312,856.2884402,792.0742361,130.6798526,18.3298285,376.5564558
11/9/1996,1,333.6821457,573.1811631,458.1730807,186.4873644,400.5282318,1071.143462,655.6696117,1049.308275,1111.421563,170.3502689,22.31067338,500.0003646
11/10/1996,1,321.3147288,588.1206516,469.0743322,178.7223137,441.1938143,1363.095261,866.9452198,1216.495855,1439.3246,242.9214135,32.47770685,684.1636912
11/11/1996,1,310.5385334,602.1820001,480.3596806,173.4746197,441.5617716,1379.94175,936.5795512,1259.960266,1492.73628,259.7467212,38.63645419,745.2109246
11/12/1996,1,296.7957774,621.4617375,509.4037231,176.355244,415.0779687,1315.45727,894.4580048,1252.141274,1464.421388,265.3107603,41.37767787,677.1996004
11/13/1996,1,291.3882177,620.7449635,527.33149,178.0305041,405.5084552,1408.019124,832.9437436,1165.030593,1276.320106,234.1558929,33.96600875,519.9755326
11/14/1996,1,303.5283141,613.5638923,536.04576,195.0049738,382.00521,1388.528779,679.1901426,1077.20839,991.2688864,174.144939,23.39152479,381.6605997
11/15/1996,1,343.7661986,760.949562,518.5478227,252.0994295,347.8222596,1093.063198,541.2556192,1652.502743,861.8360784,136.8651353,17.86245536,328.1006343
